Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2023/000350;OBRAS CONSERVACIÓN INSTALACIONES DEPORTIVAS VICÁLVARO;001219;34201;63200;;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;219;VICALVARO
2023/000003;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE VICALVARO;001219;92001;62500;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;219;VICALVARO
2022/001544;CENTRO CULTURAL EL MADROÑO. OBRAS DE MEJORA EN LA PLAZA DE LA ZONA EXTERIOR;001219;93302;63200;5;35.757,00;10;CULTURA;03;CENTROS CULTURALES;219;VICALVARO
2023/000351;OBRAS DE CONSERVACIÓN EDIFICIOS DEL DISTRITO DE VICÁLVARO;001219;93302;63200;;400.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;219;VICALVARO
2023/000136;VÍAS PÚBLICAS DEL DISTRITO DE SAN BLAS-CANILLEJAS. OBRAS DE REMODELACIÓN;001220;15322;61904;;5.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;220;SAN BLAS - CANILLEJAS
2023/000307;VÍAS PÚBLICAS BARRIO DE SIMANCAS, SAN BLAS-CANILLEJAS. ELIMINACIÓN DE BARRERAS ARQUITECTÓNICAS;001220;15322;61904;5;209.691,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;220;SAN BLAS - CANILLEJAS
2023/000134;REFORMA Y CONSERVACIÓN DE CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;32301;63200;;250.000,00;05;EDUCACIÓN;00;COLEGIOS;220;SAN BLAS - CANILLEJAS
2023/000306;COLEGIO PÚBLICO RAMÓN Mª DEL VALLE INCLÁN. OBRAS DE MEJORA DEL PATIO;001220;32301;63200;5;209.691,00;05;EDUCACIÓN;00;COLEGIOS;220;SAN BLAS - CANILLEJAS
2023/000291;EQUIPAMIENTO ESPACIO DE DESARROLLO E INNOVACIÓN  PATRIMONIAL (EDIP) DEL DISTRITO SAN BLAS-CANILLEJAS;001220;33401;62599;5;350.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;220;SAN BLAS - CANILLEJAS
2023/000292;ESPACIO DE DESARROLLO E INNOVACIÓN PATRIMONIAL (EDIP) SAN BLAS-CANILLEJAS. EQUIPOS PROCESO DE DATOS;001220;33401;62601;5;235.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;220;SAN BLAS - CANILLEJAS
2023/000060;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;34201;62500;;4.114,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/000060;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;34201;62599;;42.926,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/000060;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;34201;62600;;5.899,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/000060;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;34201;63599;;29.901,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/000135;OBRAS DE REFORMA DE INSTALACIONES DEPORTIVAS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;34201;63200;;39.886,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/001008;CENTRO DEPORTIVO PEPU HERNÁNDEZ. OBRAS ADECUACIÓN DE CUBIERTAS;001220;34201;63200;;200.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/001009;CENTRO DEPORTIVO PEPU HERNÁNDEZ. OBRAS DE CLIMATIZACIÓN;001220;34201;63200;;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/001010;CENTRO DEPORTIVO SAN BLAS. OBRAS ADECUACIÓN DE CALDERA;001220;34201;63200;;200.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2023/001011;DEPORTIVO BÁSICO QUINTA DE LOS MOLINOS. OBRAS REFORMA PAVIMENTO Y VESTUARIOS;001220;34201;63200;;120.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;220;SAN BLAS - CANILLEJAS
2023/000126;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;92001;62302;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000126;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;92001;62599;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000126;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;92001;62601;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000126;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;92001;63302;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000126;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;92001;63599;;1.500,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000127;SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFICINA;001220;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000127;SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFICINA;001220;92001;63500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2023/000133;OBRAS DE REFORMA DE EDIFICIOS DEL DISTRITO DE SAN BLAS-CANILLEJAS;001220;93302;63200;;350.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;220;SAN BLAS - CANILLEJAS
2023/000040;OBRAS DE MEJORA Y ACONDICIONAMIENTO CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE BARAJAS;001221;32301;63200;;286.730,00;05;EDUCACIÓN;00;COLEGIOS;221;BARAJAS
2023/000043;OBRAS DE MEJORA Y ACONDICIONAMIENTO INSTALACIONES DEPORTIVAS DEL DISTRITO DE BARAJAS;001221;34201;63200;;86.230,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2023/000047;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE BARAJAS;001221;34201;62599;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2023/000046;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE BARAJAS;001221;92001;62500;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;221;BARAJAS
2023/000045;OBRAS DE MEJORA Y ACONDICIONAMIENTO EDIFICIOS DEL DISTRITO DE BARAJAS;001221;93302;63200;;86.231,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;221;BARAJAS
2017/000351;ADQUISICION Y DESARROLLO DE APLICACIONES;501102;49101;64100;;210.242,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2018/000635;INFRAESTRUCTURA PARA REDES INTERNAS DE COMUNICACIONES;501102;49101;62600;;615.533,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;02;COMUNICACIONES;999;NO DISTRITALIZABLE
2019/000042;ADQUISICIÓN Y DESARROLLO DE APLICACIONES;501102;49101;64100;;1.020.841,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;501102;49101;62601;;4.110.181,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;501102;49101;64100;;181.500,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2020/000154;ADQUISICIÓN Y DESARROLLO DE APLICACIONES INFORMÁTICAS;501102;49101;64100;;695.889,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2021/000215; ADQUISICIÓN Y DESARROLLO APLICACIONES INFORMÁTICAS IAM;501102;49101;64100;;65.285,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2021/001211;PLAN CONTRA LA OBSOLESCENCIA TECNOLÓGICA. ACTUALIZACIÓN SISTEMA INFORMÁTICO MUNICIPAL;501102;49101;64100;;35.252,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2022/000164;ADQUISICIÓN Y DESARROLLO DE APLICACIONES INFORMÁTICAS. INFORMÁTICA AYUNTAMIENTO DE MADRID;501102;49101;64100;;8.041,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2023/000160;TELECOMUNICACIONES Y REDES. INFORMÁTICA AYUNTAMIENTO DE MADRID;501102;49101;62600;;102.129,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;02;COMUNICACIONES;999;NO DISTRITALIZABLE
2023/000162;INSTALACIONES TÉCNICAS Y MAQUINARIA PARA EL EDIFICIO SEDE INFORMÁTICA AYUNTAMIENTO MADRID;501102;49101;62300;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000162;INSTALACIONES TÉCNICAS Y MAQUINARIA PARA EL EDIFICIO SEDE INFORMÁTICA AYUNTAMIENTO MADRID;501102;49101;63301;;185.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000164;EQUIPAMIENTO EDIFICIO SEDE INFORMATICA AYUNTAMIENTO DE MADRID;501102;49101;62500;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000164;EQUIPAMIENTO EDIFICIO SEDE INFORMATICA AYUNTAMIENTO DE MADRID;501102;49101;63599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000165;LICENCIAS Y DESARROLLO DE APLICACIONES. INFORMATICA AYUNTAMIENTO DE MADRID;501102;49101;64100;;806.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2023/000270;EDIFICIO SEDE INFORMÁTICA AYUNTAMIENTO DE MADRID. OBRAS DE CONSERVACIÓN;501102;49101;63200;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;220;SAN BLAS - CANILLEJAS
2023/000086;EQUIPAMIENTO DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO MADRID;503140;24100;62500;;375.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000086;EQUIPAMIENTO DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO MADRID;503140;24100;62599;;65.150,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000089;ADQUISICIÓN MAQUINARIA Y HERRAMIENTAS CENTROS DE AGENCIA PARA EL EMPLEO;503140;24100;62300;;18.150,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000089;ADQUISICIÓN MAQUINARIA Y HERRAMIENTAS CENTROS DE AGENCIA PARA EL EMPLEO;503140;24100;62302;;18.150,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000091;ADQUISICIÓN DE EQUIPOS PARA PROCESO DE DATOS EN CENTROS DE LA AGENCIA PARA EL EMPLEO MADRID;503140;24100;62601;;18.150,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000093;ADQUISICIÓN DE CASETAS PREFABRICADAS Y OTROS ELEMENTOS DE APOYO PARA AGENCIA EMPLEO MADRID;503140;24100;62999;;150.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000094;CENTRO DE FORMACIÓN OCUPACIONAL VALLECAS VILLERO. REPARACIÓN DE VIVEROS E INVERNADEROS;503140;24100;63301;;45.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;218;VILLA DE VALLECAS
2023/000095;ADQUISICIÓN DE CARTELERÍA DIGITAL Y GESTOR DE CONTENIDOS PARA CENTROS AGENCIA EMPLEO MADRID;503140;24100;62600;;240.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000097;ADQUISICIÓN DE PROGRAMAS Y SOLUCIONES INFORMÁTICAS ESPACIO AUTOEMPLEO AGENCIA DE EMPLEO;503140;24100;64100;;18.150,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000123;OBRAS DE REFORMA EN CENTROS DE LA AGENCIA PARA EL EMPLEO DE MADRID;503140;24100;63200;;700.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2023/000137;INSTALACIÓN DE PLACAS FOTOVOLTÁICAS EN AGENCIA TRIBUTARIA MADRID, C/SACRAMENTO, 3 Y 5;506170;93200;62301;;18.100,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000140;ADQUISICIÓN DE TELÉMETROS Y PODÓMETROS PARA SEDE AGENCIA TRIBUTARIA MADRID;506170;93200;62302;;600;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000149;EQUIPAMIENTO VARIOS EDIFICIOS AGENCIA TRIBUTARIA MADRID;506170;93200;62500;;23.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000150;ELEMENTOS PROTECCIÓN SOLAR OFICINA DE ATENCIÓN INTEGRAL AL CONTRIBUYENTE, C/ RAMÓN POWER,24;506170;93200;62599;;5.000,00;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;216;HORTALEZA
2023/000154;ADQUISICIÓN PEQUEÑOS ELECTRODOMÉSTICOS PARA SEDE CENTRAL DE LA AGENCIA TRIBUTARIA MADRID;506170;93200;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000155;ADQUISICIÓN DE EQUIPOS AUDIOVISUALES PARA LA SEDE DE LA AGENCIA TRIBUTARIA MADRID;506170;93200;62600;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000156;REPOSICIÓN NUEVO EQUIPO SAI PARA SISTEMA ANTI-INTRUSIÓN EN LA SEDE AGENCIA TRIBUTARIA MADRID;506170;93200;63301;;18.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000157;REPOSICIÓN DE EQUIPOS DE CLIMATIZACIÓN EN AGENCIA TRIBUTARIA MADRID, C/SACRAMENTO, 1, 3 Y 5;506170;93200;63301;;15.500,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000158;REPOSICIÓN DE MOBILIARIO PARA EDIFICIOS DE LA SEDE AGENCIA TRIBUTARIA MADRID;506170;93200;63500;;37.400,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000377;MAQUINARIA PARA LOS DIFERENTES CENTROS DE MADRID SALUD;508120;31100;62300;;129.790,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000378;INSTALACIONES TÉCNICAS PARA VARIOS CENTROS DE MADRID SALUD;508120;31100;62301;;65.000,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000378;INSTALACIONES TÉCNICAS PARA VARIOS CENTROS DE MADRID SALUD;508120;31100;63301;;200.000,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000379;ÚTILES Y HERRAMIENTAS PARA VARIOS CENTROS DE MADRID SALUD;508120;31100;62302;;1.850,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000380;EQUIPAMIENTO PARA VARIOS CENTROS DE MADRID SALUD;508120;31100;62599;;43.700,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000381;SEÑALIZACIÓN PARA VARIOS CENTROS DE MADRID SALUD;508120;31100;62901;;45.111,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000382;OBRAS DE REFORMA EN CENTROS DE MADRID SALUD;508120;31100;63200;;100.000,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;998;VARIOS DISTRITOS
2023/000383;APLICACIONES INFORMÁTICAS MADRID SALUD;508120;31100;64100;;141.100,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;999;NO DISTRITALIZABLE
2022/000639;EXTENSIÓN ALOJAMIENTO EN LA NUBE AZURE PARA HERRAMIENTA EVALUACIÓN DESARROLLO AGENCIA ACTIVIDADES;509160;15109;64100;;118;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000218;EQUIPAMIENTO PARA LA AGENCIA DE ACTIVIDADES;509160;15109;62500;;4.882,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000355;DESARROLLO INFORMÁTICO HERRAMIENTA EVALUACIÓN DESARROLLO EN AGENCIA DE ACTIVIDADES;509160;15109;64100;;39.313,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
;;;;;;511.381.281,00;;;;;;
